0,1.27,2.54,3.81,5.08,6.34,7.59,8.84,10.08,11.31,12.53,13.74,14.93,16.11,17.28,18.43,19.57,20.7,21.8,22.89,23.96,25.02,26.05,27.07,28.07,29.06,30.02,30.96,31.89,32.8,33.69,34.56,35.42,36.26,37.08,37.88,38.66,39.43,40.18,40.92,41.64,42.34,43.03,43.7,44.36,45.01,45.64,46.25,46.85,47.44,48.02
90,89.98,89.92,89.82,89.69,89.51,89.3,89.05,88.76,88.43,88.06,87.66,87.23,86.75,86.25,85.7,85.13,84.52,83.88,83.2,82.49,81.76,80.99,80.19,79.36,78.49,77.6,76.68,75.73,74.75,73.74,72.69,71.62,70.51,69.37,68.2,66.99,65.75,64.46,63.14,61.76,60.35,58.87,57.34,55.75,54.08,52.32,50.46,48.48,46.34,44
0,0.02,0.08,0.18,0.31,0.49,0.71,0.96,1.25,1.59,1.96,2.37,2.82,3.31,3.84,4.41,5.02,5.67,6.36,7.09,7.86,8.68,9.53,10.42,11.36,12.34,13.37,14.44,15.56,16.72,17.93,19.19,20.5,21.87,23.29,24.77,26.31,27.92,29.6,31.35,33.18,35.1,37.11,39.23,41.46,43.84,46.36,49.07,52,55.2,58.76
0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,-0
-90,-90,-90,-90,-90,-90,-90,-90.01,-90.01,-90.02,-90.02,-90.04,-90.05,-90.07,-90.09,-90.12,-90.15,-90.19,-90.24,-90.29,-90.36,-90.43,-90.52,-90.61,-90.72,-90.84,-90.97,-91.12,-91.28,-91.47,-91.66,-91.88,-92.12,-92.38,-92.66,-92.97,-93.31,-93.67,-94.06,-94.48,-94.94,-95.44,-95.98,-96.57,-97.21,-97.91,-98.68,-99.53,-100.47,-101.54,-102.76
0,1.27,2.54,3.81,5.08,6.34,7.59,8.84,10.08,11.31,12.53,13.74,14.93,16.11,17.28,18.43,19.57,20.7,21.8,22.89,23.96,25.02,26.05,27.07,28.07,29.06,30.02,30.96,31.89,32.8,33.69,34.56,35.42,36.26,37.08,37.88,38.66,39.43,40.18,40.92,41.64,42.34,43.03,43.7,44.36,45.01,45.64,46.25,46.85,47.44,48.02
